Rate,Review,Label
1.8, Quán này giờ ăn cực chán và rất hôm trước đi gọi món ăn chán quá mà Mình nghĩ do không biết gọi liền chạy vòng quanh chỗ nấu nướng nhưng cũng y như đầu vào thì đúng là ngon và giá cả hợp giờ tệ và thua ngay cả Món Huế mặc dù cửa hàng Quán đợi thì lâu thôi rồi lượm đáng Quán Ngon Phan Bội Châu,-1
3.4, Hôm nay cơ quan mình có mua hộp ở Bình thường vẫn ăn ngon lành không Nhưng hôm nay có tới hộp bị các hộp còn lại ăn cũng tạm nhưng có mùi không được Anh chủ cửa hàng cũng nhiệt tình và đồng ý đổi lại cho Nhưng mong rằng về sau sẽ không bán hàng cũ như thế này Cũng hơi cân nhắc xem có còn lần sau nữa hem,-1
2.6, Giờ kem lên quá đắt cho lần đến ăn của vk lần sau giá này ra ăn pabingsu cho nhanh và lẹ,-1
2.4, Ít khi mình review xấu về một quán nhưng mà lần này không review không chịu được đánh giá xét về chất giá cả và phục vụ thì ở đây chả có cái nào điểm tuyệt đối cả Chất ăn cũng không có gì đặc hình thức được đựng trong quả dừa nên chắc mọi người nghĩ nó chứ đổ ra cốc mang về thì chả được là bao đâu nha không có cùi dừa đâu cùng lắm lác đác vài miếng thui Giá quả quá đắt đỏ cho cuộc tình với lượng kem như vậy Phục cái này tệ nhất mình đứng trước mặt nhân viên hỏi bạn ý để xe ở bạn nhân viên vẫn mặc kệ cho mình đứng nhìn các bạn ấy nói chuyện hỏi đến lần thứ thì được chỉ để xe sang đường xong mặt kiểu khó chịu với mình luôn Rồi tới lúc gọi mặt phục vụ rất thái mình không yêu cầu bạn ý cười với mình biết phục vụ đâu khách cx mệt nhưng ít nhất cầm ra đưa khách thì đưa cho nó tử để kem rơi vãi hết dừa ra rồi cầm để bịch một phát như kiểu mình đang đi kem chứ không phải vậy May được bác chủ thân thiện cũng cười nói với khách nên cũng đỡ bực,-1
3.2, Mình ăn caramen ở đây vị cũng ko có gì đặc sắc nhưng phục vụ thì thôi rồi Thề là sẽ k bao h có lần Đi ăn mà cứ như đi xin vậy,-1
1.0, Food is But boss is a we asked for the price and they told us VND per coconut ice we feel it was overpriced so we asked a group of local Vietnam customer and surprisingly they told us only cost we check back with the and he tell us After finish we go to pay and the boss charges us VND again with a lot of his stupid CHEATER Charges tourists double,-1
2.8, Shipper đến muộn Sữa chua chưa lên men,-1
2.2, Lúc đầu mình mới bước vào quán thấy hơi ngộp vì quán bé nhưng lại rất Sau khi khá vất vả mới kiếm được chỗ ngồi cho người và order luôn kem trái dừa trứ danh của tiệm cùng chai nước suối để chống Kem mang ra khá nhanh và trang trí khá đẹp Và khá to nữa nhưng ăn muỗng đầu tiên thấy kem toàn đá ăn mất Chỉ được mỗi cái dừa bên trong là Nói góp ý tý với quán là nên có nước dừa cho khách uống kèm kem cho đỡ Thêm nữa là kem nên cho thêm sữa bớt nước cho đỡ lạnh vì toàn đá với chả cảm nhận được vị,-1
3.2, Mấy bạn trông xe của quán ở phía Lotteria quá thiếu văn Cư xử đã k lịch xe để lộn xộn khó dắt lên vỉa cũng k giúp đỡ Khách khó lấy nhờ nvien trông xe thì nhận đc gáo nc lạnh là tự lấy lấy Giống hách,-1
3.2, Mình ăn ở đây do thấy các bạn khen rất ăn xong thì đúng là hối hận của cuộc đời mình ở Havana view lake kem vị dừa kèm nước có mà ở đây kèm riêng nước kem như sữa rắc dừa ở trên quán thì sơ nhân viên thì như mẹ khách chủ quán thì hùng hùng hổ hổ chửi bới chả muốn quay lại,-1
4.0, Đi ăn kem dừa ở đây thực sự là thấy quá thì quá bình có j đặc Thà mua nửa ký kem ở lò đúc ăn còn ngon và thơm hơn lại nhiều Chỉ thấy thú vị chút là cạo lấy cùi dừa trộn với kem ăn ngậy Chứ kem thì hoàn toàn chả có chút vị dừa Nói chung cho một chút kem để trong quả dừa thì quá Với số tiền ấy thì ăn dc nhiều loại kem ngon mà ngồi trong cửa hàng đẹp đẽ chứ ko phải ngồi vỉa hè chen chúc như vậy,-1
3.0, Mới ăn kem và bánh Giá hạt ze nhưng chẳng ngon tý Thật sự là còn dở hơn mình ở nhà vụ thì mặt nặng mày veeg còn bị đau Oa oa còn bị tụi bạn mày đến đó làm cái tiếng là lần sau cạch luôn,-1
2.8, Nhà hàng này sẽ làm hỏng hình ảnh của hệ thống cowboy jack nước và đồ ăn quá chán phục vụ có vẻ toàn sinh viên làm việc chậm và thiếu chuyên nghiệp sẽ không bao giờ quay lại nữa,-1
4.0, Phở cuốn ở đây hương vị cực kì bình thường và không có gì đặc Nước chấm chỉ đơn giản là nước mắm thêm nước và dưa góp không Bánh dai và cứng không Thịt thái miếng hơi dày và đun hơi quá lửa nên hơi bị thỉnh thoảng hơi hôi vì còn dính mỡ,-1
3.6, Ngày chủ nhật với một trải nghiệm tệ hại tại Nhất bạn có thể chủ động chọn một nơi để thưởng thức đồ đừng ghé nơi này trừ phi bạn tới do bạn bè mời hoặc chỉ muốn tới một nơi ăn cho no rồi gian quán vô cùng chật hẹp hãy tưởng tượng bạn tới ăn tại một quán karaoke với cả chục bàn ăn dồn trong một phòng của mỗi và mỗi tầng chỉ có một Tầng trệt trông như phòng đợi của nhà nghỉ nơi những khách đợi bàn hoặc đợi bạn ngồi ườn ra như chuẩn bị xách đồ lên xe đò về Bạn sẽ giật mình và tự hỏi nơi này giống quán ăn tầng chỉ rộng chừng và có cả chục bàn và để sắp xếp được thì quán cho nâng sàn lên cao cả nửa mét và bắt bạn bỏ rồi thụt xuống nửa mét trở lại tại vị trí bàn ăn để bạn để nghĩa là bạn ngồi lên Tất cả nhằm mục đích hạn chế sự đi lại và nén được nhiều bàn nhất có viên mặc như người chào bán bảo váy zip tai nghe bluetooth và máy tính mọi thứ liên quan tới ẩm thực như tàng hình ở đâu buộc lòng phải tới đừng bao giờ nói bạn đi hai người hãy nói bạn đi người và người thứ đang bạn sẽ phải trải qua cảm giác kinh khủng như chúng hai người ngồi hai góc của đầu một cái bàn đã có sẵn cả năm bẩy người của một nhóm nào Chúng tôi ngồi vào như thể mình là một thứ thừa thãi của thế giới và được nhồi nhét cố cho hết vị giác ăn uống thưởng thức đồ ăn hoàn toàn biến tôi chỉ muốn nhấc chân thật nhanh rời khỏi quán ăn kinh hoàng này sau khi ăn và đợi để có một nồi lẩu bạn là một cặp tình những người bạn làm một gia đình người coi trọng không gian ăn uống và sự dễ quán này là địa chỉ bạn nhất định phải bỏ khuyết điểm của quán không tới từ lỗi của chủ quán mà hoàn toàn do không gian quá chật hẹp mà lại muốn nhồi số lượng bàn nhiều nhất có Những ấn tượng khủng khiếp này sẽ khiến bạn bỏ chạy ngay lập,-1
2.6, Đồ nướng giá cả hợp Nhưng có điều không hài lòng là đồ uống mang ra ăn xong rồi mới mang bia ra và nói đã order không hủy,-1
2.4, Đến đây một lần duy nhất và không có ý định quay Quán đông và khói mù lại còn có hát dạo với loa rất Thức ăn thì một đĩa có mỗi xíu ko vệ sinh,-1
3.6, Ưu điểm là rẻ và chỗ rộng nhưng tiền nào thì của đó ngoài trời thì khói mù mịt tắc thở trên bàn ăn lúc nào không Quán trong nhà thì chỉ tiếp đoàn khách trở kể cả còn chỗ thì bạn cũng sẽ bị từ chối trước khi cả kịp gửi xe mình đi người thì những người nhân viên đứng ngoài lắc đầu quầy quậy tìm mọi lý do để nói là hết trong khi đó thấy một nhóm khác đông hơn thì họ rối rít chạy ra chèo kéo bằng,-1
3.4, Từ lần mình đến đó ăn thấy con sán dài ngoằng trong miếng lòng -_- gọi chủ quán ra thì họ bảo đổi sang món khác r k câu nào nữa xong nhặt con sán mình gẩy ra dấu mang đi luôn,-1
1.4, KHÔNG BAO GIỜ QUAY máy lên tầng chỉ có Chờ rất lâu để Khi bước vào mới biết đây là thang chở hàng của khu CC bị trưng dụng thành thang cho khách Trill Lo lắng hồi cũng lên được tầng Đồ uống bình giá quá Qua tìm hiểu mình thấy không có lối thoát hiểm bằng thang bộ cho khách vì các thang bộ xuống khu dân cư đã bị chốt Cháy thì chỉ có đứng trên tầng mà chờ chết vì thang cứu hộ không thể lên được tới Khi xuống phải đứng chờ gần giờ mới thấy chiếc thang hàng Rung rinh một hồi mới xuống được Lại nghe nói thang hàng này mới bị rơi người mắc kẹt bên trong kêu cứu gần giờ không có ai giúp trước khi thang Hai bạn bị thương gãy xương Trill bị đóng cửa gần tháng mới hoạt động bao giờ đến,-1
1.6, Quán không gian bày trí bắt đánh lừa thực khách Đồ menu các vị liên quan bluberry hết sớm chắc do vị dễ ăn những đồ còn lại trong menu thì chưa có cơ hội thử nhưng vì đã ăn vị Brownie bing su quá khủng khiếp brownie khô mà như bỏ vào miệng viên lương khô hết hạn bánh ngọt gọi thêm tên oh my God càng dở hơn do bánh để lâu rồi hơn là cho phép hay sao nên socola cùng tất cả cái bánh cứng ngắc k còn mùi vị gì mặc dù Nhìn Bắt Mắt thôi thật sự không có lần sau lui tới quán này thêm nữa,-1
3.8, Đã ăn bánh mì và bingsu ở Bánh thì hơi khô không Bingsu thì ngọt quá không có cảm giác ăn giồng bingsu của Hàn,-1
4.0, Trước mình biết quán cô này rất nổi ở Hàng cũng ăn ở Hàng Trống mấy lần Nhưng sau này do ở trên Hồ mình đi làm cũng ít thời gian ăn đợt gì lại thấy vụ nhà này tranh chấp với nhà nào Nên chắc chuyển thẳng về Bách Khoa ngày xưa ăn nổi vừa nhiều thịt bò xoài bao nhiêu thì bây giờ vừa vừa lại còn cứng bấy Cảm giác như mất phong thái ngày xưa hay do người làm giờ là người khác bánh tráng vừa ít lại còn bị hôm nọ mới dắt con em đi ăn ở đây nói là khá thất vọng dù trước kia đánh giá rất cao quán thời gian ko giờ ăn thấy chán,-1
2.0, Mọi người nên ra hàng trống ăn ở đó vừa nhân viên phục vụ cũng chứ ở đây nhân viên thái độ lồi lõm,-1
3.2, Thái độ phục vụ của nhân viên với chủ quán không,-1
1.0, Thật sự k thể yêu thương được cái thứ gọi là Bò Khô và Cao su thì đúng Ăn mà nhai mãi k đứt Vãi cả bánh tráng nổi Ghê cả mồm,-1
1.0, Bánh tráng mà mình đc mấy hộp đồ ra ngoài trưng vậy thôi chứ k trộn mọi người bánh trộn sẵn nên ăn sợ quá dám ăn k biết trộn ở đâu để từ bao h mà nó bết dính lại k thể nào nuốt nổi,-1
2.8, Em chỉ thích ăn bánh tráng trộn ở cạnh hàng cô toàn thôi ạ cái bác bán ở trước ngõ nhỏ ý ạ em đã ăn hết ở các quán bánh tráng trộn trên hàng trống nhưng nói thật e chỉ thích ăn bánh tráng trộn của bác thôi khách đến bác mới làm chứ không phải như hàng cô toàn dù là đông khách nhưng chất lượng không tốt em ăn được một miếng bỏ luôn ý vì nó cứ bị vón cục vào nói chung không ngon xong được mấy anh nhân viên cứ lôi kéo khách nói chung em sẽ không bao giờ ăn ở ý nữa,-1
3.0, Ăn đây review ăn nhưng hôm nay đi ăn xong kinh nhưng hôm nay kinh không cay như ăn nhưng kinh không ra cô xem đây không nhưng Hay do hôm nay ăn không nên k ngon như Ăn như Ăn xong đau,-1
4.0, Ở đây chắc chỉ nổi tiếng thôi chứ mình cảm thấy rất bình thường nếu k thì là không có gì đặc Mình với bạn đứa đi ăn thử xong cuối cùng là chỉ ăn hết khô khô mực các kiểu còn đâu cả đều bỏ vì cảm thấy k Chung lại chỉ thử một lần cho biết vì lúc nào cũng thấy nhiều ng đến Chắc khỏi dám quay lại lần sau,-1
4.0, Nói thật là bánh đây k hề ngon tẹo mặc dù rất đông vs mng nói ngon nhất hà Có lẽ là quán đi tiên phong nên n fan của quán n mình xin nói Coi như là góp ý vì mình cũng ăn khá nhju quán bánh tráng trộn cũng như tự làm tại đc cái là suất đầy ú ụ n mình thik chất hơn lượng Bò thì k dám nói còn mực thì giả Nếu mực khô ăn mùi vị khác htoan bánh tráng kiểu trộn loạt trc rùi nên bết quá trương lên thì mất độ dai dai của bánh Lý do vì sao các b k trộn lên Vì khi trộn xong bánh sẽ hơi dai dai ngon lắm n để chút bánh sẽ trương lên vs bết dính như bánh đa cua hải k tin các b thử trộn tại nhà mà m chưa đc ăn trog sg n m đã đy ăn nhju quán tại hnoi vs nghĩ là mùi vị ngon hay k còn tùy vào mỗi ng N quán này hok hợp vs K cả bằng Tre có vẻ ưa kiểu chua bjo có quán chị ng miền trong rất ngon nhé có cả bánh tráng Tại nguyễn siêu n mình k nhớ Các b thử đi ngon,-1
1.0, k tsao k đc đi nc lên,-1
2.0, Ăn lần đầu tiên ở đưa mình hộp đã làm ăn chả ngon tý thất,-1
2.0, Hôm đc đứa bạn thân rủ đi ăn bánh tráng trộn ở Hồ Thấy nó khen dữ Tưởng thế Được nhiều đồ nào là bò trứng nh bánh tráng thì dính k thể gỡ ra Đã thế đang ăn lại nghe phục vụ nói như đuổi khách đứa này ăn lâu mãi chưa Thui Tạm,-1
3.2, mua về thì bánh tráng bị dính hết vào nhau thịt bò và mực ít hơn lúc ăn ở cửa hàng,-1
4.0, mình ăn ở đây cũng vài ba bánh tráng trộn ăn cũng khá đông thái độ phục vụ thì quá mình với bạn ăn xong đang ngồi nói chuyện uống thì bị nhân viên ra đuổi với thái độ rất khó thậm chí là chỉ chỏ sau lưng và mình nghĩ là chúng mình chẳng làm gì để mà phải chịu đựng thái độ như vậy thái độ phục vụ khách hàng như vậy thì không bao giờ có lần,-1
1.4, Nhiều thứ không thảo mộc nhưng lại pha nước quá với các loại trà xanh hay thảo chỉ được phép pha ở nhiệt độ độ nếu không sẽ mất không cảm giác như đã để qua đêm Vị của cupcake quá nhạt vụ không góp ý là thái Mình rất khó cảm thấy hơi thừa nhận rằng mình là người rất kĩ tính và thẳng nhất là trong vấn đề về chỉ vì thấy bảo ở đây có trà thảo mộc và xem vậy,-1
4.0, Tiramisu không khác bánh gato chocolate là Thật sự hi vọng nhiều hơn kiểu bánh champagne và mascapone các thứ hot milk halzenut quá ngậy và ngọt kiểu sữa đặc pha nóng thêm Không gian có nhiều đồ nhỏ nhỏ xinh có cả note nữa nên đáng yêu cực kì,-1
1.0, Set kem kia đáng thất vọng Kẹo bông gòn thì ms để đã xẹp Matcha mint vs vani cũng tạm Điểm trừ to oành là wifi vạch mà phải để khách ko hiểu sao Nói chug là đi cho biết ko quay,-1
3.2, quán trang trí dễ có kiểu viết giấy xong kẹp lại khá độc đáo.\n_ Hy vọng khá nhiều vào món bánh chậu nhưng mà thật sự quá bánh bé kem quá đến lớp bánh cuối cùng mới nhận đc vị rượu sộc vào giống như đấm vào mặt bạn một cái thật rồi sau đó nhận ra trên nắm đấm có phấn trắng mặt mình Thật sự không đáng đồng nào cả.\n_ trà Thái sữa đỏ thật sự vị quá dị lại còn thạch giống như cái đầm sông hồng đầy sâu Thêm kẹo bông không hề hoá giải đc tình hình tý \n_ nhân viên phục vụ thái độ không Không thể nói thêm gì,-1
1.0, Hẳn là cái quán này block facebook của khách cơ mà hiểu sao Mới góp ý một tý đã block người ta thì ai dám quay lại uống nước uống đồ ăn chả ra làm sao mà thái độ kiểu này Đúng là thất vọng quá đi mà,-1
3.0, Quán rất đông vào giờ mình không thích cách nhân viên cố tình dồn khách ngồi gọn vào các chỗ ngồi san Một bàn có chỗ nên bạn phải ngồi đối diện nhau như nhân viên nói để còn chỗ cho người cảm giác rất khó Hôm đấy món mỳ nấm mình ăn không ra vị gì và giá thành đắt không đúng với chất lượng đồ,-1
3.4, Được bạn giới thiệu lại ngay gần nhà nên tối chị em hí hửng ra đây phong nhiều giá đồ ăn và nước khá Gọi đồ ăn phải đợi được cái trình bày đẹp nhưng ăn thì ôi thịt bò nướng khét khô mỳ cũng cứng như kiểu luộc chưa chụp lại kiểu ảnh nào vì thật sự k có thiện cảm vs,-1
3.0, Quán đồ ăn thì khỏi Nhìn có vẻ phong phú nhưng vị gần giống Nước sốt rượu vang quá không cảm nhận được các vị Vị của sốt rượu vang cho thấy nước sốt làm từ rượu vang rẻ chắc là vang Với giá thành như thế này mình sẽ yêu cầu về chất lượng cao hơn nhiều so với hiện Nếu không có thay đổi gì thì mình sẽ không bao giờ quay,-1
3.4, Hôm nay mình có qua ăn thử nhưng khi mình order beefsteak sốt mình dã nhắc rất rõ và trên order cũng ghi tái nhưng khi đem ra thì một xuất beefsteak nướng một nửa miếng chín quá tay dai nửa còn lại thuộc dạng medium nhưng bở bục cả miếng Chưa hết cáu đến phần ra lấy xe vừa bước ra thấy xe mình yên tách rời khỏi thân và không nhận được lời xin lỗi nào Vị trí xếp bàn thì vì quá đông khách xếp khách ngồi bàn trong góc dành cho người,-1
2.6, Lâu k qua đây htrc tự dưng thèm lại quay ăn xong rồi mới thấy k biết bao h lại trở lại lần thì bẩn cả nhân viên lẫn không gian Giờ thay bằng mấy đứa bé bé thấy đỡ bẩn bẩn hơn mấy em gái nhân viên nhìn các e đứng đối diện mà ăn bát bún mất cả ngon Mng đọc đến đây có khi sẽ nói m này nọ nhưng mà thật là đến bản thân họ còn k sạch dc nữa là làm sạch cho ng khác ăn đồ thật sự là thấy ngon mỗi cá chắc cho đường nên Tôm ăn k có vị gì hay do nước dùng chua Bề bề con ăn dc con thì tanh kinh Nước siêu m là con ăn chua giỏi mà còn thấy vãi cả chua hiu chuyện bên có lần m thiêu thứ gì đó mà nv k ở xung quanh mà chui vào gian rửa m còn chưa kịp nhìn thấy gì mới đứng trc cửa gọi e mà các e đã giật bắn chạy ra đuổi m ra chỗ khác xong bảo c cần gì cứ ở ngoài Chắc trong đó phải bẩn thỉu kinh hồn lắm nên mới có tật giật mình thế,-1
1.0, Đi ăn về mình bị ngộ độc thực phẩm Sốt tiêu đau bụng kinh Thề không ra đây lần Quá là bẩn,-1
4.0, Bún ở đây ăn thấy đầy nước dùng vừa ngon và hải sản thì mình thấy cũng tươi Phục vụ thì cũng bình thường Giá cả phải chăng so với chất bát,-1
1.0, Quán ăn như dở mùi quán rất hình đăng lên thì rất rực rỡ nhưng khi đến ăn thì lèo bèo mấy miếng đậu một con tôm và hai con bề thêm vài cọng rau Thật sự thì không mình cảm thấy vô cùng thất vọng khi đến,-1
1.4, Vào quán bún đúng là chỉ nên ăn Hôm trước mình với ny vào gọi suất cơm rang hải sản Cơm rang gì mà khô cứng kinh lên Nhai thì lạo xạo mỏi hết cả Mà lại ko có nước dùng làm mình phải gọi mới cho thêm bát nước Bún thái hải sản mình thấy hải sản cũng khá nhiều mà sao cơm rang hải sản lại lìu tìu mấy miếng thái nhỏ vậy chung là mình thấy cơm rang ở đây KHÔNG,-1
3.4, Nói thật lúc đầu tình cờ đi ăn lúc bún này chưa nổi hẳn thì thấy cũng ngon nhưng càng về sau càng Nước dùng thì quá bún không mà bề bề các thứ cũng không ưng Bây giờ không bao giờ ăn món này,-1
2.2, Hôm ăn ở đây ăn đến gần cuối bát có con sâu to đùng Mình thì cũg thoải mái và vẫn sẽ trả tiền đàng hoàng Nhưng thái độ nhân viên thì xin lỗi cho qua nhân viên là người dân tộc nói éo nghe thấy cái gì cả và mang xuống cho người thu tiền xem thì nói câu a thông cảm rồi vứt toẹt vào sọt rác câu khong bao giờ quay lại cái chỗ này,-1
1.0, Hôm nay đi ăn bún hải sản ở Bún giá cả nước dùng đúng phục vụ đôi khi hơi chậm nhưng lịch sự niềm Sẽ không cơ gì đáng chê trách nếu lúc cuối mình phát hiện ra có MỘT CON SÂU TRONG BÁT MÌNH ĐANG Phàn nàn lại với chủ hàng thì chỉ nhận được câu Anh chị thông cảm kèm theo thái độ tỉnh bơ không thèm để chắn là sẽ KHÔNG BAO GIỜ QUAY,-1
1.0, Trải nghiệm cực kì tệ chưa bao giờ đi một nơi nào mà nhân viên mất lịch sự và không hề tôn trọng khách hàng như quán vậy mình sẽ không bao giờ quay lại quán nữa,-1
4.0, Mình là khách quen của chỗ này từ thời sinh viên từ lúc quán mới mở vì hay chạy ra đây học Trước đây thái độ phục vụ rất tốt nhưng càng lúc càng thái độ tệ hại không chấp nhận đỗ cái xe xuống đã cậu nhân viên khá là trẻ chạy ra sẵng thái độ xấc đi đâu dừng cái xe đỗ cái xe chống cái chân Mình bực hỏi nói chuyện với khách hàng kiểu gì cậu ra lệnh cho ai Cậu ta phân bua chỗ đó là chỗ đỗ của quán khác và liên tục ra lệnh chống chân chống xuống bằng kiểu nói chuyện rất xấc mình cũng làm theo rồi dù trước đây các bác già già trông xe rất tử tế hướng dẫn tận Đằng nào cũng lỡ ra rồi ra chỗ khác cũng mình bảo cậu ta việc gì phải thái độ như thế với khách Khi mình vào trong cậu ta và người nữa còn nói với vào trông xe là nhé như kiểu sợ quỵt tiền Sợ mình đi ở đây ròng rã mấy năm trời chưa từng gặp loại xấc láo như trong gọi đồ mặt em nhân viên khó chịu nói chuyện lầm Lúc đưa trà ra bằng sẵng giọng bảo mình chị biết dùng cái ấm này chưa Trong khi ở Paris Gateaux Nguyễn Chí Thanh bạn nhân viên bê ra còn nhấn ấm trà cho mình và bảo là chị rót trà ra thế này chị cafe chứ bún mắng cháo chửi à mà thái độ như Vĩnh biệt Paris gateaux Giảng quen cách mấy mà xuống dốc đến thế này thì vĩnh,-1
3.6, Quán nào vắng chứ ở đây luôn đông từ sáng sớm đến tối mình ko hài lòng chút nào ở đây chính là bảo mình tới đây nhiều lần từ hồi chưa hay review trên foody nhưng năm rồi chưa trở lại và giờ mình bị chém tiền gửi khi gửi ở domino và burger king hay là dãy hàng quán nằm ở mặt tiền phố giảng võ này chưa quán nào mình bị xin tiền gửi ko phải lớn nhưng nó sẽ là vết nhơ để sau này mình ko bao giờ quay lại quán này nữa thân ái và quyết thắng,-1
