Rate,Review,Label
4.8, Thạch ăn mát mát nhưng mà vị nhạt nhẽo không có gì đặc sắc Thạch trà xanh thì chán Chanh leo cũng Vị dừa ăn ổn Caramen Nước dùng chỉ là sữa đặc pha loãng thôi mà cho nên không quá đặc biệt Nói chung tạm,0
5.0, Ăn ở đây nhiều lần không đếm xuể rồi từ ngày còn chưa nổi như bây ăn ở đây rất giá chọn món tích vào menu rồi ghi tên bên dưới có đồ nhân viên sẽ thông báo trên phục vụ khá là nhanh dù quán rất thích nhất là matcha trộn matcha trà xanh và rau câu trà xanh caramen mình thường gọi thêm nạp sườn cả xiên bánh mì bơ ở gần đó ăn cùng ra gọi rồi họ khác mang sang cho ngoái thì tan học hơn ra vẫn còn chứ h quán càng ngày càng nhiều người biết nên hết hàng rất nhiều hôm ra đã gần hết các vị mình hay ăn viên phục vụ nhiệt,1
5.0, rẻ lắm luôn mọi người Mình hay tụ tập bạn bè đến đây ăn sữa chua Nhiều mít và nhiều sữa chua lắm đấy Vị thơm thơm ngậy ngậy của nước cốt dừa và sữa ông Ít đá chứ không nhiều đá như các quán khác Nhưng ăn miếng thì mát đến tận đến đây ăn thì phí cả đời Tuy nhiên quán hơi bẩn vì không có người dọn dẹp thường Nhưng đông khách lắm nên chờ hơi lâu đấy Các bạn phục vụ thì nhiệt Gọi cái có mặt,0
4.8, Có lẽ mình là người đầu tiên không thích caramen ở đây Nghe danh đã lâu bây giờ mới có cơ hội đi hi vọng bao nhiêu thì thất vọng bấy Cảm giác đầu tiên khi ăn miếng caramen chính là nó QUÁ ngọt khé cổ luôn ấy mình đã cho gần như cả bát đá vào rồi mà vẫn không bớt Cá nhân mình cho thấy caramen ở Hàng Than ăn còn ngon Chả có gì đặc biệt ngoại trừ giá cả hợp không gian thoáng,0
5.0, Đã đi tìm hàng này mà sao k tìm ai biết đường chỉ mình nó gần chỗ có ở mặt đường,0
5.0, Địa chỉ không dễ tìm nhưng bù lại quán rộng rãi thoáng trừ siêuuuuu too để không bao giờ quay lại là đồ siêu chán mà còn cho vào cái cốc vừa xấu vừa vô duyên khi khach ngồi ăn tại viên siêu siêu đông mà cứ nhởn nha nhởn nhơ chơi kệ khách lại còn lườm nguýt,-1
4.2, Đây là trước khi ăn lẩu Tối hôm Đi bộ rạc cả Ăn ngan nướng Huyền Anh thần thành của các bạn trẻ đất thổ đu đây mà sau đó đi lạc lên bờ hồ ăn kem Tràng Từ cửa hàng kem đi lên ngã là một pô mà kem chảy tứ ngọt dở siêu mau Ăn một phát có kết quả Đau bụng dã Đã có Tràng Tiền plaza hiiiii siêu sạch đẹp đẽ bóng loáng nhạc giật đùng,0
5.0, Kem Tràng Tiền nổi tiếng Thủ đô đã khiến mình thất vọng vì chất lượng chẳng như chiếc ốc quế hồi bé mình hay ăn lên phố vào một ngày mưa rẽ vào quán kem Tràng Tiền ăn tránh mưa một Quán siêu có từng khu bán ốc quế và kem que khác nhau và còn có cả tiệm bánh bên trong Thấy mọi người review mà mình mua đã thấy không thích lắm vì ốc quế bé Không những bé mà còn ốc quế vani không rõ mùi kem thì không ăn cứ như kiểu ăn đá bào vậy Kem còn nhanh chảy nữa nên mình ăn lấy ăn để cho nó khỏi chảy ra tay mà lúc ăn xong cũng nhoe chung là với giá này thì mình thà bỏ thêm ít tiền nữa để ăn một cây Merino có khi còn ngon hơn,-1
4.6, Đối với mình thì kem tràng tiền ở khá xa nên đã đến là phải ăn cái mà dạo gần đây chất lượng kem ngày càng giảm nên mình cũng mất dần hứng cảm thấy kem tây hồ có khi còn ngon quế có lần mình ăn thì nhận thấy có mùi rất khó từ đấy chừa không dám động vào nữa nghe bảo hồi trước kem ốc quế ngon hơn kem trải đều từ đầu đến cuối luôn chứ không chỉ có viên ở trên ốc quế cũng chẳng có mùi lạ thế que socola với dừa mình không thích lắm vì thấy nó hơi ngọt,-1
4.6, Ăn từ bé nóichung là rất nhất là ko khí chen chúc mua kem kiểu ốc quế này ngon miễn chê ko đắt,0
5.0, Kem Tràng Tiền thì có tiếng từ lâu trời nắng nong hay se se ăn một cây kem TT thì đó là điều tuyệt thì hơi cao một,0
5.0, Ăn kem tràng tiền phải ăn mấy cái mới thấy Chứ ăn cái vẫn thấy Buổ tối lúc nào cũng đông phải đứng xếp hàng chờ nhg cũng Nchug là ngon,0
5.0, Kem trang tiền có mỗi ốc quê là chứ kem que thì ở đây hay bán ở ngoài ăn cungc như kem tươi thì hơi hương vị bt,0
4.4, Mình thấy ko ngon chút nào ngọt toàn đường mà ko đc ngồi ăn đứng ngoài đường ăn vì quá đông tưởng ngon lắm nên đi du lịch nhất định phải đến thất vọng hoàn toàn sẽ ko bao giờ đến nữa,-1
4.8, Mình đã gọi đặt bàn từ Nhưng phục vụ không Nhân viên k vui vẻ lắm dù mới Mang đồ ra thì không cắt và mở ra Mình gọi thì uh rồi đi là khách ăn thường xuyên vì lần nào có bạn nước ngoài tới cũng muốn dẫn đi ăn đồ Nhưng hôm nay thấy mọi ng có vẻ không hài lòng Gọi thì quên K mang ra Hi vọng sự thay,-1
4.4, Hôm qua mình có mời bạn ăn trưa tại quán nói chung có vẻ sang chảnh nhưng giá khá Gọi đĩa bò nướng nha trang với đĩa cá lăng ngọn su su Thêm coca và đĩa cơm Nói chung đĩa thịt được vài đĩa cá được lát cá lại hơi có Tổng hết nói chung là giá quá chat so với Chắc là một đi không trở lại quán này hoặc cơ sở khác của quán,-1
4.6, Quán này ăn đảm bảo chất lượng sạch sẽ Tuy nhiên đồ ăn đắt và đông nên ầm ko nói chuyện đc,0
4.6, Đồ ăn ngon mà giá hơi,0
5.0, nhưng không ra view nhân viên oke,0
4.4, Vào ngày thường phục vụ đồ ăn bình không quá Ghế ngồi ngoài sân tối mình chẳng biết đang ăn Lần quay lại vào dịp quán Bàn bên cạnh vào sau xôi thì sống do quán đông bếp ko làm Họ gọi bia mà mãi ko Đến mức bà khách hàng phải hỏi bia có nấu ko mà sao lâu Nói chung theo mình đã là quán ăn lớn mà đến dịp đông nhân viên lại thế này thì nhà hàng nên xem lại chất lượng,-1
4.4, Ăn mấy lần nhưng lần nào cũng chung cảm nhận đồ bình thường và giá thì mỗi ng để no chắc tầm mất,0
4.4, Một lần đã gặp tại TP giờ gặp tại Hà Quán có tên ngon nhưng quả thật đồ ăn quá là giở,-1
5.0, Mới tới hôm trc mình thấy quán decor khá thuần Việt không gian thoáng mát thực đơn phong phú miền mỗi tội giá hơi Nếu bạn muốn thưởng thức nhiều món truyền thốg khi khôg có nhiều thời gian traveling round street cuisine,0
4.4, Vẫn chưa hiểu tại sao mọi người thích ăn ở chỗ hàng than thì chật chội vỉa hè quán bên nguyễn trường tộ cũng chả sáng sủa dừa thì đặc vị sữa thì nhạt chua cũg chả khá viên lẫn chủ đều thái độ quá đáng,-1
5.0, Quán có cơ sở cũng trên phố đó nhưng ở đầu dốc,0
4.2, ăn đây kem ngon nhưng view không,0
5.0, Hôm mình đi ăn ở đây ngon dã man mua hộp mang về nữa caramen mềm ngon,1
4.6, Đồ ăn món nào cũng thích vì dễ,1
5.0, Kem dừa thơm ngon khá nhiều với giá quả mình nghĩ là người ăn sẽ vừa chứ ng ăn chết lạnh về viêm họng caramel thì với cá nhân mình k ưng lm vì k có đỗ chắc mịn đường phía dưới quá nhiều gây,0
4.8, Quá trưa Chủ nhật mình tới Đây là lần thứ n mình ăn tại Cowboy nhưng là lần đầu tiên ăn tại Tây Bước vào quán với thái độ không hề thân thiện của một bạn nam đeo kính có lẽ là Chỉ cho mình ra khu vực ăn sau kèm theo đó là thái độ không thể nào tệ hơn với một người làm nhân viên dịch Tiếp mình phải chờ phút để được nhân viên tới và hỏi dùng gì không sau khi chứng kiến một số người vào sau được phục vụ Mình không có ý kiến gì về chất lượng đồ ăn nhưng nhân viên đặc biệt là bạn nam Supervisor thì mình nghĩ không thể nào bằng các bạn nhân viên phục vụ ngoài các nhà hàng gia đình truyền Tất nhiên đây sẽ là lần cuối cùng mình có trải nghiệm tệ hại như này tại Cowboy Tây,0
5.0, Nhà này thì điều bạn dễ thấy nhất là làm đồ ăn lâu cực kì lâu không hiểu sao gọi khoai tây chiên từ lúc đến đến lúc ăn cả xong pizza rồi mới có khoai tây mực chiên cũng mất nửa tiếng pizza bình thường đợi hơn của nhà này thấy là lâu rồi lần gần đây nhất được đợi hẳn tiếng mới có để mà ăn trước đó ngồi gặm salas ăn tạm mà không hiểu sao salas thứ nhanh nhất cũng phải Nhà hàng cũng nên xem lại chứ đặt bàn người người đến trước sau bảo do chỉ thấy người nên chỉ ưu đãi theo suất người là giảm tiền salas trong khi đi người được giảm tiền Thế mình đặt bàn làm cái,-1
5.0, Hamburger ngon nhưng pizza ăn được miếng là ngấy tận cổ mà còn lâu nữa chứ tận liền,0
5.0, Không gian quán này cũng nếu bạn đi xe từ phố vào ăn sẽ phải mang xe ra chỗ gửi của Mipec rồi đi bộ trở mình tới ăn có ý muốn lên tầng mà nhân viên quán dứt khoát không đồng ý lại bảo đấy chưa có nhân viên phục ăn thì được thôi chứ không ngon không thấy gì đặc sắc cả,0
5.0, Không gian rộng rãi tuy nhiên không thích vì phải gửi xe dưới hầm Theo cảm nhận của piza khá không Ít bánh chỉ có phomai và đế Pizza cũng không đến mức thần thánh như mọi ngươi đồn ý thì quá và ít Điều không thích nữa là đơn giá chưa bao gồm Đi ăn rồi thAnh toán cộng thêm phí VAT không thích tẹo Ăn thì không hiểu phải chịu phí Thà tính luôn vào đơn giá còn dễ chịu Không bao giờ quay lại,-1
5.0, đồ ăn khá chất wifi thì ko vào được mặc dù vào đúng Hỏi nhân viên thì nhân viên bảo là hỏng độ của cô thu tiền của quán thì thậm tệ tụi mình đi ăn nhóm Ngồi ăn được thì lần cô ra hỏi ăn gì thêm không ý la muốn đuổi Dạ không cô sau lại hỏi uống thêm nước không dạ cảm ơn cô không sau cô lại ra hỏi các cháu không cần gọi gì nữa Haizzzz Thế là minh bảo cô cho cháu thanh toán mặc dù ng bạn chưa ăn nhưng thái độ như vậy ko còn muốn ăn ăn như này lần sau ai muốn quay lại Chắc họ nghĩ đông khách nên họ ko cần phục vụ khách chu,-1
5.0, Quán rất rộng và cũng rất đông khách nhưng nhân viên vẫn rất tận tình phở cuốn ở đây thì ngon miễn chê r ny m nghiện quán này luôn đấy thì rất ok nói chung là its so kayyy,1
5.0, Mình rất thích ăn ở Đồ ăn ngon và giá cả lại rất hợp Bánh phở chiên bánh phở đc cắt thành lát vuông mỏng chiên Ở trên là thịt bò xào vs rau cải tạo ra nước sốt rất đậm Nước này chấm với bánh phở thì ko gì tuyệt vời Nhưng các bạn lưu ý khi gọi đồ thì phải nói để riêng bánh nếu để chung bánh phở với nc sốt và thịt thì bánh sẽ bị ỉu và ăn không Phở bánh phở đc cuốn với thịt bò hành khô rau Món này phụ thuộc rất nhiều vào nc nước chấm ngon thì món sẽ Có hôm mình đi nc chấm cho nhiều giấm nên rất khó uống không có gì đặc sắc độ phục vụ của nv rất tốt từ nv bảo vệ đến nv phục Mà gọi đồ cũng nhanh tầm là có đồ ăn thì tẹt tèn ten,0
5.0, Quán này thì siêu đông luôn ý ăn cũng thấy đc thôi chứ bản thán k thích ăn đồ này lắm phục vụ rất nhanh nhưg nvien trông xe thì thái độ quá giá cả cũng rẻ người ăn hết tầm là no căng luôn ý,0
4.2, Thèm ăn phở Chiên phồng mấy bữa mà chưa đi vc kiếm mãi mới thấy quán vào ăn Phở chiên phồng Thịt Phở cuốn thì đều nên cắn cứ bị rắc dây rùi rơi Nói chung hồ trúc bạch vẫn là number,0
4.8, Ăn ở đây rất nhiều lần Nhưng hôm vừa r đi ăn ko thấy ngon như trc Khoai bị chiên đi chiên Có màu nâu Mà mình trc đây thích ăn nhất khoai chiên ở đây,-1
4.4, Phở cuốn hơi nguội mình không thích lắm nướng thì rất vị Nói chung chất lượng khá tốt,0
5.0, Phở cuốn cũng dễ nên món ở đây cũng không có gì đặc Nhớ ngày mới nổi cũng hay được chị họ cho đi ăn món bây giờ thì hết tiền mà đói mới nghĩ đến phở Mình thích ăn nhiều thịt nên không khoái phở cuốn ngoài Có món phở trộn gì đó ăn cũng trời nóng ăn món đó ngon hơn ăn phở xào với phở Lên tầng có máy lạnh mà cầu thanh đi qua khu bếp thấy tăm tối kinh Hôm đi ăn trời cũng nóng mà bảo em nhân viên cho lên tầng ngồi mà em í sưng không cho lên thì phắn đi quán khác ngay và luôn chứ quán em cũng chưa ngon kinh khủng lắm đâu mà chảnh có tí điều hoà cũng,0
4.8, Ăn ở đây dc,1
4.2, Về cơ bản thì đồ ăn ngon nhưng thái độ của nhân viên không chấp nhận xin cái kéo để cắt thức ăn đến lần thứ vẫn không thấy xong nhân viên quay ra bảo với nhau nghe thấy rồi nhưng giả vờ không nghe Lí do thái độ thiếu tôn trọng ấy là vì bàn mình không có tiền Bàn mấy anh nam bên cạnh bo cho ít tiền là thái độ khác Chắc lần sau đi ăn sẽ phải suy,0
5.0, Ăn cũng Tuy tính Và tính hoá đơn rất linh thêm vài món làm hoa đơn lên đến thừa hơn,0
5.0, Từ khi biết đến nhất nướng là khoảng năm về Từ đó đến nay kucs nào tụ tập bạn bè đều đến đây ăn đồ nướng chắc phải en nờ lần Không gian sạch sẽ nhưng hơi ồn ào nếu như các bạn muốn một chỗ vừa ăn vừa nói chuyện thì chắc nên order phòng Quá ồn vì nhiều bàn xung quanh nữa nên sẽ k nói chuyện đc gì Lần sau cùng mình đi ăn đồ nướng ở đây thấy không còn ngon Chắc ngán rồi và có lẽ nên chọn quán nướng Và sau này có dịp quay lại chắc mình sẽ chọn cả ngày thường lẫn cuối tuần đều đông nên mình khuyên bạn nên order trước khi M thường order trước ngày để đảm bảo có,0
5.0, Đến lần nên khá dễ Ăn cũng sang chảnh hơn ăn Ăn no nê Vì ăn liên hoan nên ko có biết giá cả ra sao đâu ạ nhân viên thấy khách đông cả gọi nhiều đồ thì cũng hớn hở nhiệt tình hẳn lên ạ quán có khá nhiều loại thịt đa Ăn khá vừa miệng cơ mà mình vẫn quen ăn đậm đà nên phải chấm Đồ chấm ăn kèm ở đây cũng khá Ăn lạ Mà mình ko rõ mấy đồ ăn kèm ngoài thịt có ăn free hết ko Nói chung quán này khá ổn,0
4.4, Đã đủ cả nhất nướng và còi tất cả đều cực Thịt đóng trong bao tải gần như là lần nào ăn xong cũng đi đã chuyển quán ăn,-1
5.0, Lần đầu tiên và cuối cùng ăn ở quán cách đây cũng tầm mấy tháng Vốn bụng mình nhạy đồ ăn hơi mất vệ sinh chút là về gặp anh Tào nhưng thường cũng chỉ gặp lần là say Thế mà lần ấy đi miệng nôn trôn tháo chậu to anh Cường thì gặp không biết bao nhiêu Đã thế còn vụ có con giun hay sán j trong món lòng nữa chứ Từ lần ấy cạch không có nhất nhị gì Và cạch không dám ăn nướng luôn dù đó là món tủ của mình điểm duy nhất là không gian rộng và đồ ăn phù hợp sinh Nhưng thôi đắt một tí mà đảm bảo vệ sinh còn hơn,-1
4.6, Lâu rồi không ăn ở đây vì nghe nói đồ ăn k Cũng chẳng muốn quay lại vì quán nướng rất ám hết vào View thì k có tí,-1
5.0, Đây là quán bị chụp ảnh có cái con gì gì kinh zị trong lòng nướng đúng ko mà rùng hết cả mình\r\n*___*,0
4.8, Mình vs gấu rất hay ra đây vì mình thích ăn đồ Quán ở cuối đường Trần lúc nào nghi ngút khói bay Đồ ăn tẩm ướp đậm giá cả có size nhỏ khi đi người mà ăn no lần nào mình ăn cũng thừa Phục vụ nhanh nhẹn nhưng ko được lịch sự cho Bàn ghế hơi mình ko ưng khoản vệ sinh của quán Nhưng đồ ngon nên vẫn ủng hộ dài dài,0
5.0, Đồ ăn ở đây ướp ko đậm vị như mấy quán Nhất nướng nghi ngút khói ở cuối Được cái sạch phục vụ lịch ăn ko bị ám khói vào quần Nhưng mình vẫn thích mấy quán cuối đường vì ướp đồ hợp với khẩu vị của mình,0
4.6, Ra đây ăn lần với đám bạn Giá cả không quá đắt đối với sinh Có điều mình thấy phục vụ chưa tốt lắm với cả đồ dùng bát đũa cốc có vẻ không sạch cho Nói chung bạn bè rủ thì đi thôi chứ không nghĩ là sẽ tự đề xuất ra đây ăn hoặc rủ người khác ra đây,0
4.2, Được cái rẻ và rộng nhưng đông có kho phải đứng ngoài đợi bàn nhân viên thì phục vụ k tốt cho lắm,0
5.0, Nói chính xác là ăn không có gì đặc đi ăn từ chiều tối lúc đấy khách thì ít nhân viên thì nhiều láo nháo xô mình đi người thôi nên họ xếp cho cái bàn gần chỗ để vì đứa con gái nên cũng không dám ý kiến gì nhưng đã thử hỏi là chuyển ra bàn khác xa chỗ này không thì nhận được cái lắc chắc họ nghĩ khách cần mình nhưng mình không cần khách chăng ăn thì giờ mới đề đúng là theo bạn bè nói thì rẻ đồ ăn rất rẻ cỡ đổ xuống được đĩa đầy đặn tẩm ướp thì không biết có ngấm không nhưng mà nướng lên thì cháy khét khi còn chưa kịp ghét ăn nướng lụi kiểu này vì dù có tẩm ướp càng nhiều gia vị thì càng dễ gọi mực trứng thì bở kiểu vừa giã cũng dễ hiểu đồ ăn tương xứng với giá tiền khi cỡ được chục ý đi sớm nên người ta bảo chưa có ăn mãi tiếng sau hỏi lại vẫn chưa có đến lúc con no nê bét nhè rồi thì mới thấy bàn khác ngta có mà lúc ý thì bọn mình chả còn bụng dạ hứng thú đâu mà ăn trong nướng mình thích nhất nầm mà đành lỡ vậy cả gia vị chấm chỉ mỗi nước tương với tương không có gì nổi nữa xe máy họ dắt qua bên nên lúc ăn xong thì lại theo nhân viên đi bộ qua ý lấy chứ không phải họ dắt về đây cho ăn thì không ngon lắm nhưng đến lúc về vẫn chả ưng ý chắc tại mình hơi khó tính con đi ăn gọi chóe mẻ lên mà cố ăn mãi mới hết tại không ngon như mong tổng thiệt hại hơn cho con nên là nghĩ đi nghĩ lại thấy chả rẻ đâu tại dù nhiều nhưng nó không ngon nên ăn cố đỡ tiếc của Ảnh nhìn lừa tình thôi chứ không ngon đâu,-1
4.6, Quán k nhiều món đông nhân viên nhưng phục vụ chậm và k quan tâm nhân viên k tập chỗ gửi xe k tiện,-1
5.0, Mình ăn ở đây một lần hết viên vô ý thức cầm xẻng than trước mặt đĩa thức than rơi vào đó đồ ăn cũng gần hết nên ko nói làm ăn thấy ngon nhưng cản giác quán đông đc sạch khoái nhất ăn đồ ăn xong mùi đồ ăn bám đầy người,-1
5.0, Quán đông nghẹt đồ ra hơi cảm giác vì đông nên đồ ăn k đc tươi ngon và vệ sinh giá cả ok,0
5.0, Mệt mỏi nên ghé qua đây gọi cốc trà bưởi đào hoa Nói thật là mình chẳng bảo giờ gọi trà uống Nhưng hôm đó thay tính đổi nết thế nào mà gọi ngay cái Thú thật là dễ uống mà không gây Trà thơm thơm mùi đào lại quện với vị bưởi đã rất ngon lại còn thoảng thoảng hương hoa hồng rất hấp dẫn và mới Phục vụ cũng khá hòa vui nhanh nhẹn và nhiệt Không gian quán cũng khá thoải mái và sạch Chụp hình cũng,1
4.6, Ở đây có một khu ngồi bệt Không gian Nước uống ngon,1
4.4, View đẹp thôi Đồ uống thì không phong phú Muốn ăn sữa chua mà menu có đúng sữa chua Gọi cốc dưa hấu mà nhạt toẹt Trên này còn có bể bơi ngoài Đúng kiểu chỉ ngắm chứ nóng với giá dã man lắm Chỗ này ngồi trên cao đúng là thích thật nhưng ko yên tĩnh ko thích hợp với Hôm đến lắm cô cậu choai choai ồn ào thích thể hiện quá Mà ko thích ở điểm nữa là cứ bắt thanh toán cứ như sợ khách chạy Menu có mông Nhìn vào không nhịn cười đc,0
4.8, Thấy nhiều bạn review tốt nên đi Đường Nguỵ Như Kon Tum đánh số rất linh tinh nên vòng vèo mãi mới tìm Đường lên quán cũng vòng Để lên đến nơi phải đổi thang Hôm mình đến hình như vẫn chưa chính thức khai trương chắc các bạn chưa chuẩn bị đầy Nhưng dù sao mình và bạn mình cũng thấy khá thất Không gian thoáng nhưng không lung linh như ảnh các bạn quảng Menu thiết kế khá lỗi đồ uống ít loại để chọn và cũng không có gì đặc Decor đồ uống quá đơn giản và cũng không ngon so với mặt bằng các quán cafe bây,-1
5.0, Mình phải công nhận mặt rất ok là quán thiết kế Nhưng thái độ nhân viên rất là hờn nhất là bạn thu ngân Mình vừa qua trill tối hôm thứ Vào cái thì mình xếp hàng xong bạn thu ngân bảo ra ngoài chọn bàn r vào mình ra ngoài chỗ có bàn ở các bàn nhỏ lân cận thì có số mã ở ngay trên còn cái khu bàn lớn ở ngoài trung tâm thì không Nên mình lại vào trong vào oder lại sinh tố và báo là bàn lớn nhất ở ngoài ko biết số ghi ở dưới sàn chứ ko phải hiện trên bàn như các bàn nhỏ xung quanh khác Lúc đó trời đang lất phất mưa và lúc đó khá bên ngoài đấy ko ai ngồi ở cái bàn gỗ lớn đó cả Mình đi ra vào vào lần và cũng rất lịch sự góp ý chứ ko phải thái độ gì vs bạn thu ngân là Sao quán mình không có cái sơ đồ bàn ở chỗ thu ngân để mn đỡ phải đi lại nhiều hả Thì bạn ý nói kiểu chống đối Quán e chỗ nào cũng có a a ko để ý ý a là cái sơ đồ bàn mà để ở ngay quầy thu ngân này vì đằng sau chỗ bạn thu ngân đứng ko thấy có gì )\n_ quán e rất rộng nên a phải có số bàn thì e mới oder đồ uống r nhân viên sẽ bê ra cho a hình như bạn ý không hiểu mình nói gì nên chắc tl như vậy Zzz thôi chả nói bạn thu ngân đó sắc mặt nch vs khách hàng có vẻ không đc thoải mái xởi lởi cho mình chỉ góp ý kiến cho trill thêm nên có sơ đồ bàn ở quầy thu ngân để nhỡ có quên tên bàn thì nhìn vào sơ đồ bàn mô phỏng sẽ dễ nhớ hơn Đặt bàn mình và ny ra lúc này trời vừa mưa các ghế bên ngoài chỗ mình ngồi ghế vẫn còn Mình thấy có nhân viên mặc đồng phục ở đấy có nhờ lau hộ cái ghế cho đỡ ướt thì bạn nhân viên nam lại vừa đi vừa tiếp chuyện với nhân viên nữ quay lại nói mấy câu xong mới ra lau lau cho mình ngồi Để mình và ny cứ đứng ở đấy phải nhìn theo bạn ấy Ngồi đx lúc thì có bạn nhân viên nam khác bưng đồ bạn này thì có vẻ thân thiện Bê ra cũng biết chúc ngon Ok mình cảm ơn Nhận xét Về không gian rất tiếc hôm mình tới trời mưa ko thì sẽ chụp ảnh hết chỗ này vì ok view rất có lời khen cho trill về thiết Còn về nhân viên thì quá có vẻ k đc thân thiện cho thực sự là mình rất mất cảm Mog là quản lí của trill sẽ xem xét lại việc Góp ý là về sơ đồ địa điểm lên quán thì rất rất chi tiết để lên đc tầng Nhưng nên thiết kế thêm cái sơ đồ các bàn và đặt nó ngay sau bạn thu ngân để tiện cho việc khách hàng phải chạy đi chạy lại như Mà chs mình thấy trill rất đông nhân viên mà sao ko thiết kế bộ đàm các thứ cho nhân viên di theo khách r đặt đặt đồ cho Chứ để khách phải ra ngoài tự chọn số bàn bn xong lại quay vào đặt đồ rồi lại ra ngoài ngồi thấy mất công vãi ý Nhất là mấy người ko quen như phải chạy ra chạy vào lần vì k nhớ số mà đáng ra cái việc đó là của nhân viên chứ ko phải để khách cứ đi ra ngoài xong lại đi vào báo như Mà thấy rất đông nhân nhiều nhân viên đứng không mà ko biết tận Đồ uống so với các chỗ khác thì giá cao hơn đôi chút mình gọi cốc sinh tố hết cũng khá mặn nhưng thiết nghĩ với cái view đẹp ntn thì nó cũng hợp lí Cũng k kêu ca gì khoản Nhưng nhân viên thân thiện cởi mở chút nữa thì sẽ cảm thấy rất hài lòng vs mức giá đó Nhưng ntn thì Và đồ uống thì nói thẳng là cũng k đc ngon cho hơi hôm đó mình có gọi sinh tố bơ và st Nhìn cái cốc kia ko có hình thù hay trang trí gì nhìn có vẻ hơi rẻ tiền nhỉ,-1
5.0, Đến quán vào ngày Có đặt bàn trước trên foody nhưng đến muộn chấp nhận bị huỷ Và cũng hết chỗ nữa Vậy mà nv chẳng nói năng gì để khách tự tìm bàn k đc và tự đi về,-1
